epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.3801988701928745,39.97155049786629,1.1285352170467378,59.49367088607595
2,1.3160416964780202,43.66998577524893,1.0955177426338196,48.10126582278481
3,1.2561106979846954,46.5149359886202,1.2258661150932313,54.43037974683544
4,1.221092895350673,48.221906116642955,1.1720243573188782,48.10126582278481
5,1.1977115212516352,52.347083926031296,0.9883813321590423,55.69620253164557
6,1.2107961479235778,51.209103840682786,1.0928675651550293,41.77215189873418
7,1.1547370353205637,50.924608819345664,0.9189819931983948,54.43037974683544
8,1.1369662504981866,53.4850640113798,1.0796927392482758,58.22784810126582
9,1.115570949559862,55.049786628734,0.9185039162635803,62.0253164556962
10,1.0853931859812953,56.47226173541963,0.9084770321846009,60.75949367088607
11,1.0941570130261509,56.75675675675676,0.8996908843517304,56.962025316455694
12,1.1407838812605902,54.33854907539118,0.9134827196598053,59.49367088607595
13,1.164746523580768,52.48933143669986,1.1505151271820069,43.037974683544306
14,1.1499131440439008,53.76955903271693,0.9057748824357986,62.0253164556962
15,1.1348467953503132,53.91180654338549,0.8840062230825424,64.55696202531645
16,1.0809798701242967,54.76529160739687,0.8927239596843719,64.55696202531645
17,1.1126285913315686,53.91180654338549,0.9255009889602661,62.0253164556962
18,1.0552159148183735,57.18349928876245,1.0160390973091125,58.22784810126582
19,1.0900249095125631,53.4850640113798,0.9063005238771439,60.75949367088607
20,1.1002894016829403,55.47652916073969,0.9658132195472717,62.0253164556962
21,1.078885511241176,55.76102418207682,1.0657378673553466,63.29113924050633
22,1.0874868160621687,54.76529160739687,1.0044194102287292,53.164556962025316
23,1.0596951564604586,55.76102418207682,1.1032372534275054,63.29113924050633
24,1.113290119238875,54.76529160739687,0.9263926684856415,64.55696202531645
25,1.0566932941702278,57.32574679943101,0.8750686019659042,63.29113924050633
26,1.0986719263548201,54.62304409672831,0.907447412610054,63.29113924050633
27,1.0556216895241628,57.04125177809388,0.8668031811714172,64.55696202531645
28,1.0367063656449318,57.61024182076814,0.9540784597396851,62.0253164556962
29,1.0594915862787853,55.90327169274538,1.1094346582889556,65.82278481012658
30,1.0364244265312499,58.46372688477952,0.9209862053394318,56.962025316455694
31,1.0557202361524105,54.76529160739687,0.8828488647937774,60.75949367088607
32,1.0431289156390862,58.89046941678521,1.0410374045372008,56.962025316455694
33,1.0164351351559162,58.17923186344239,0.925577986240387,64.55696202531645
34,1.05733478509567,57.18349928876245,0.9321824610233307,59.49367088607595
35,1.05606190928004,57.46799431009957,0.8696562469005584,64.55696202531645
36,1.03162529962984,59.3172119487909,0.9413057148456574,63.29113924050633
37,1.0447979494929314,57.7524893314367,0.8602347999811173,60.75949367088607
38,1.0018690042197704,57.18349928876245,0.8545724004507065,65.82278481012658
39,1.0130295677279884,56.33001422475107,1.1191318929195404,53.164556962025316
40,0.999239331619306,58.17923186344239,0.9881520450115204,64.55696202531645
41,1.0498911812901497,56.18776671408251,0.8807804316282273,65.82278481012658
42,1.033019800077785,55.19203413940256,1.120199239253998,53.164556962025316
43,1.0038599354976958,60.02844950213371,0.9590536653995514,64.55696202531645
44,1.0158272060480984,57.46799431009957,0.8543891608715057,63.29113924050633
45,1.0045460266145794,58.17923186344239,0.896943998336792,62.0253164556962
46,0.9926023011688482,57.61024182076814,0.9293707013130188,68.35443037974683
47,0.9963572739877484,58.46372688477952,0.9050769686698914,68.35443037974683
48,1.004262700676918,56.04551920341394,0.8489803850650788,64.55696202531645
49,1.001481249251149,57.18349928876245,0.8643276333808899,64.55696202531645
50,0.991680500859564,59.74395448079659,1.1484636664390564,49.36708860759494
51,1.0192955986342647,57.46799431009957,0.9974038124084472,58.22784810126582
52,0.9789223830130968,59.45945945945946,1.110217070579529,53.164556962025316
53,1.00021852823821,57.04125177809388,0.9596753358840943,64.55696202531645
54,1.0107329643585465,59.03271692745377,0.9567513525485992,62.0253164556962
55,1.0010783648626371,55.33428165007113,0.8862982809543609,62.0253164556962
56,0.9965942911803722,59.3172119487909,0.8429695248603821,64.55696202531645
57,1.0093529329381206,57.32574679943101,0.8390920251607895,65.82278481012658
58,1.009161518717354,58.17923186344239,0.9601650297641754,60.75949367088607
59,0.9942922673442147,59.3172119487909,0.8916136056184769,62.0253164556962
60,1.0276583209633827,58.60597439544808,0.9353956878185272,60.75949367088607
61,1.0031382776796818,58.32147937411095,1.168735957145691,53.164556962025316
62,0.9822069425135851,59.17496443812233,0.8845541954040528,63.29113924050633
63,0.9829080812633038,59.88620199146515,0.8459873467683792,69.62025316455696
64,0.9789196828549559,58.89046941678521,0.8396575272083282,63.29113924050633
65,0.9874777475541289,58.46372688477952,0.8729475915431977,56.962025316455694
66,0.9622199399904772,59.03271692745377,0.8933674573898316,60.75949367088607
67,0.9928565868599848,59.17496443812233,0.9990495681762696,56.962025316455694
68,1.0010685265402903,56.6145092460882,0.8795954167842865,69.62025316455696
69,0.9754302037710493,56.6145092460882,0.8630787372589112,64.55696202531645
70,0.9920994175428693,59.60170697012802,0.9110236465930939,67.0886075949367
71,0.9432714842259884,59.17496443812233,0.9409369885921478,58.22784810126582
72,1.0147906623103402,56.75675675675676,0.9133341372013092,62.0253164556962
