epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.419947513802485,37.41109530583215,1.340695357322693,44.30379746835443
2,1.2551536505872554,48.221906116642955,1.351668894290924,37.9746835443038
3,1.2865920141339302,47.51066856330014,1.1860471069812775,58.22784810126582
4,1.1798325370658527,52.347083926031296,0.9891361594200134,58.22784810126582
5,1.1782740615308285,50.213371266002845,1.0192105710506438,60.75949367088607
6,1.172554181719368,51.778093883357045,1.0184958636760713,58.22784810126582
7,1.2111578184095295,48.648648648648646,0.9868991613388062,56.962025316455694
8,1.1285384818911552,52.347083926031296,0.9655003130435944,60.75949367088607
9,1.150662825866179,52.204836415362735,0.9920986413955688,62.0253164556962
10,1.1262671192261307,54.33854907539118,0.9488557159900666,59.49367088607595
11,1.1386686736209826,54.19630156472262,1.1070071816444398,55.69620253164557
12,1.1370441832325675,52.48933143669986,1.2646816849708558,43.037974683544306
13,1.1056826920671896,55.33428165007113,0.9197590291500092,62.0253164556962
14,1.095879953354597,54.907539118065436,0.9949366867542266,62.0253164556962
15,1.1020898781716824,55.76102418207682,1.6755219578742981,49.36708860759494
16,1.0927806100384756,55.47652916073969,0.9051878392696381,59.49367088607595
17,1.0791983421553264,56.47226173541963,1.0083938539028168,60.75949367088607
18,1.1107491884719243,54.33854907539118,0.9877400517463684,65.82278481012658
19,1.1210504109886559,55.049786628734,0.9729614704847336,60.75949367088607
20,1.0794519782066345,56.18776671408251,0.9690191090106964,64.55696202531645
21,1.0672534788874062,56.47226173541963,0.9301364064216614,59.49367088607595
22,1.0299884433096105,58.17923186344239,1.0076718747615814,62.0253164556962
23,1.0802213410762223,54.62304409672831,0.9283538073301315,62.0253164556962
24,1.0853183408352463,53.91180654338549,0.9215044677257538,63.29113924050633
25,1.0872052867304196,55.049786628734,1.0016371846199035,60.75949367088607
26,1.056634932756424,55.33428165007113,0.9250166714191437,60.75949367088607
27,1.0338100259276954,56.75675675675676,0.8906150996685028,62.0253164556962
28,1.043058586560867,57.18349928876245,1.2661770939826966,59.49367088607595
29,1.0829325196417896,57.32574679943101,0.9385087311267852,64.55696202531645
30,1.0625781291587786,55.90327169274538,0.9093224555253983,62.0253164556962
31,1.0637245953760364,55.19203413940256,1.172133070230484,51.89873417721519
32,1.0404332256452604,55.90327169274538,0.9800856828689575,58.22784810126582
33,1.0558296530084177,54.054054054054056,0.9178133636713028,60.75949367088607
34,1.0117947659031912,57.7524893314367,1.0778600573539734,60.75949367088607
35,1.0455098876898938,57.18349928876245,0.9962377548217773,62.0253164556962
36,1.052023244175044,55.61877667140825,0.9438488394021988,63.29113924050633
37,1.0296537070111795,57.32574679943101,0.9056658327579499,59.49367088607595
38,1.0193577991290526,58.89046941678521,1.032004678249359,60.75949367088607
39,1.0299233889037913,58.03698435277383,1.1280077993869781,59.49367088607595
