epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,1.3879236497662284,24.751066856330013,1.3524703621864318,45.56962025316456
2,1.3593777079473843,31.0099573257468,1.3294841408729554,39.24050632911393
3,1.354348044503819,33.712660028449505,1.315562629699707,39.24050632911393
4,1.345979099923914,36.27311522048364,1.306092917919159,39.24050632911393
5,1.3467003486373208,35.13513513513514,1.3004520773887633,39.24050632911393
6,1.341869755224748,35.41963015647226,1.2932161331176757,39.24050632911393
7,1.3371884497729214,35.84637268847795,1.29028559923172,39.24050632911393
8,1.3351746269247748,35.70412517780939,1.2877653121948243,39.24050632911393
9,1.3363885161551563,35.56187766714083,1.2840555429458618,39.24050632911393
10,1.3415444493293762,34.42389758179232,1.2816184639930726,39.24050632911393
11,1.3364884988828138,35.56187766714083,1.2796021938323974,39.24050632911393
12,1.3297936862165278,36.13086770981508,1.2771997570991516,39.24050632911393
13,1.3345985846085981,34.99288762446657,1.2736321687698364,39.24050632911393
14,1.3302613686431537,35.84637268847795,1.2713521599769593,39.24050632911393
15,1.3290540047667243,36.98435277382646,1.2702852845191956,39.24050632911393
16,1.3301297453316776,35.41963015647226,1.2668928384780884,39.24050632911393
17,1.3278732855211606,35.41963015647226,1.2666350841522216,39.24050632911393
18,1.32771267674186,35.84637268847795,1.2649115085601808,39.24050632911393
19,1.3306166475469416,36.55761024182077,1.2617401003837585,39.24050632911393
20,1.3317012949423357,36.8421052631579,1.2597241282463074,39.24050632911393
21,1.334093851121989,35.84637268847795,1.2560812473297118,39.24050632911393
22,1.3210408091545105,36.55761024182077,1.2571604609489442,39.24050632911393
23,1.3205821446397088,39.26031294452347,1.2545199513435363,39.24050632911393
24,1.3231007903814316,36.41536273115221,1.252292764186859,39.24050632911393
25,1.323712012984536,37.26884779516359,1.249906051158905,39.24050632911393
26,1.3204708099365234,38.54907539118066,1.2472039461135864,39.24050632911393
27,1.3224344470284202,37.9800853485064,1.245012104511261,39.24050632911393
28,1.3253105824643916,38.69132290184922,1.2426534652709962,39.24050632911393
29,1.3178135752677917,37.55334281650071,1.2430959820747376,39.24050632911393
30,1.3192763450470837,38.97581792318634,1.2400845766067505,39.24050632911393
31,1.3199461630799554,36.41536273115221,1.2344873070716857,39.24050632911393
32,1.3114874728701331,37.9800853485064,1.2322402715682983,39.24050632911393
33,1.3099373159083454,39.40256045519203,1.2289224147796631,39.24050632911393
34,1.3058405938473614,40.54054054054054,1.2257844090461731,39.24050632911393
35,1.3063566048036923,40.39829302987198,1.2217353343963624,39.24050632911393
36,1.3110923780636354,39.40256045519203,1.2186780452728272,39.24050632911393
37,1.303617856719277,40.25604551920341,1.2150986194610596,39.24050632911393
38,1.307965862480077,41.25177809388336,1.2153542518615723,39.24050632911393
39,1.3055493655529888,40.39829302987198,1.2096155166625977,39.24050632911393
40,1.2994606467810543,41.25177809388336,1.208106768131256,39.24050632911393
41,1.2939340011640028,40.6827880512091,1.2042769014835357,40.50632911392405
42,1.2910956767472355,42.53200568990043,1.2010245680809022,40.50632911392405
43,1.2927319678393276,40.82503556187767,1.1949257850646973,40.50632911392405
44,1.2839262634515762,43.95448079658606,1.1911821246147156,41.77215189873418
45,1.2966325865550474,41.67852062588905,1.1855059504508971,41.77215189873418
46,1.2859635773030194,42.81650071123755,1.18430615067482,41.77215189873418
47,1.2867671725424854,43.10099573257468,1.1801134765148162,45.56962025316456
48,1.2839128280227834,42.95874822190612,1.1729141175746918,46.835443037974684
49,1.2782451185313137,46.08819345661451,1.1689979612827301,45.56962025316456
50,1.2764458947561004,44.52347083926031,1.1622686624526977,48.10126582278481
51,1.2828140191056512,43.52773826458037,1.1546085000038147,50.63291139240506
52,1.2733153213154187,46.23044096728307,1.15551900267601,50.63291139240506
53,1.2582186358896168,47.226173541963014,1.1529062688350677,50.63291139240506
54,1.258799066597765,46.65718349928876,1.1457944631576538,50.63291139240506
55,1.260316134176471,46.799431009957324,1.1388684272766114,50.63291139240506
56,1.2591991485519842,45.945945945945944,1.1396263778209685,50.63291139240506
57,1.2506204877387395,47.226173541963014,1.131680691242218,50.63291139240506
58,1.2516407045451077,49.502133712660026,1.1332638561725616,51.89873417721519
59,1.2450193241238594,47.08392603129445,1.1241861283779144,51.89873417721519
60,1.243053061040965,47.795163584637265,1.1196516931056977,51.89873417721519
61,1.2468874684788964,47.36842105263158,1.112201452255249,51.89873417721519
62,1.2260578789494254,48.648648648648646,1.1135826110839844,51.89873417721519
63,1.2301781665195117,47.652916073968704,1.111113178730011,51.89873417721519
64,1.2150791829282588,48.648648648648646,1.1040554165840148,51.89873417721519
65,1.2144303863698787,49.928876244665716,1.1020151853561402,51.89873417721519
66,1.2078214172612538,48.933143669985775,1.0929372429847717,53.164556962025316
67,1.2108585671945051,49.075391180654336,1.0880735218524933,53.164556962025316
68,1.206823854283853,49.928876244665716,1.0909680783748628,51.89873417721519
69,1.2086429060860113,48.221906116642955,1.0983865082263946,51.89873417721519
70,1.2014876414429059,50.213371266002845,1.0747515439987183,53.164556962025316
71,1.185309033502232,50.924608819345664,1.074243301153183,53.164556962025316
72,1.1909074221145024,51.778093883357045,1.0749838173389434,54.43037974683544
73,1.1848880106752568,48.648648648648646,1.068865954875946,53.164556962025316
74,1.20161623372273,48.933143669985775,1.0636074423789978,54.43037974683544
75,1.1845985143022104,50.355618776671406,1.0568825960159303,54.43037974683544
76,1.1761510974981568,49.786628733997155,1.0586205542087554,54.43037974683544
77,1.1703330583193086,51.209103840682786,1.061927592754364,54.43037974683544
78,1.1727723276073283,50.213371266002845,1.0526038527488708,54.43037974683544
79,1.169224726882848,50.071123755334284,1.0507640302181245,54.43037974683544
80,1.1526768945834853,51.635846372688476,1.0427762567996979,54.43037974683544
81,1.1704424938017672,49.217638691322904,1.0434921443462373,55.69620253164557
82,1.1565786491740833,51.493598862019915,1.0560466408729554,54.43037974683544
83,1.1570582355965267,51.493598862019915,1.0379497706890106,55.69620253164557
84,1.1592788764021613,52.204836415362735,1.05054771900177,55.69620253164557
85,1.1377265974879265,52.48933143669986,1.0492104470729828,55.69620253164557
86,1.1562837579033591,51.493598862019915,1.0406219124794007,55.69620253164557
87,1.1448847299272364,52.48933143669986,1.0545352399349213,56.962025316455694
88,1.1423822858116843,52.06258890469417,1.0315418601036073,55.69620253164557
89,1.1537661477923393,51.493598862019915,1.0248119354248046,55.69620253164557
90,1.1458696817809886,51.635846372688476,1.033862143754959,55.69620253164557
91,1.1308667971329256,52.63157894736842,1.0169126451015473,56.962025316455694
92,1.1219455166296526,53.34281650071124,1.0152072191238404,56.962025316455694
93,1.1201417256485333,52.773826458036986,1.0082237243652343,56.962025316455694
94,1.1351962516253644,51.351351351351354,1.0185617864131928,56.962025316455694
95,1.137899030338634,52.347083926031296,0.9998402535915375,55.69620253164557
96,1.1285491809248924,52.06258890469417,1.0149621367454529,56.962025316455694
97,1.1328553841872648,49.644381223328594,0.9948400855064392,56.962025316455694
98,1.1217606081203981,54.76529160739687,1.0094307720661164,56.962025316455694
99,1.1169457273049788,54.480796586059746,1.0180667221546174,56.962025316455694
100,1.1371526582674547,52.06258890469417,0.9931384921073914,56.962025316455694
101,1.111390932039781,54.480796586059746,0.9894063830375671,56.962025316455694
102,1.1225309744477272,51.493598862019915,0.9969453811645508,56.962025316455694
103,1.1095976734703237,53.91180654338549,0.9880654394626618,56.962025316455694
104,1.1014561978253452,53.34281650071124,1.0076975166797637,58.22784810126582
105,1.1049996919252656,53.200568990042676,0.9828525662422181,56.962025316455694
106,1.1088121018626473,52.773826458036986,0.9899268925189972,56.962025316455694
107,1.0966252941976895,55.47652916073969,0.9788387000560761,56.962025316455694
108,1.1165463504466144,53.4850640113798,0.9888979911804199,58.22784810126582
109,1.108904406428337,53.627311522048366,0.9731129288673401,56.962025316455694
110,1.1017109954899007,53.4850640113798,0.9705245733261109,58.22784810126582
111,1.1007440347563138,53.76955903271693,0.9831976056098938,56.962025316455694
112,1.0896578153425998,54.62304409672831,0.9943524420261383,58.22784810126582
113,1.0870659188790754,54.19630156472262,0.9734224915504456,58.22784810126582
114,1.0954764979806813,53.4850640113798,0.9759431660175324,58.22784810126582
115,1.0921662402423946,53.76955903271693,0.9609137892723083,59.49367088607595
116,1.0953295840458437,54.054054054054056,0.957342779636383,56.962025316455694
117,1.0947526510466228,52.91607396870555,0.9591288924217224,59.49367088607595
118,1.0953853238712659,53.627311522048366,0.9604306519031525,59.49367088607595
119,1.0921885377981446,55.47652916073969,0.9755242824554443,58.22784810126582
120,1.078342162749984,54.907539118065436,0.9750300884246826,58.22784810126582
121,1.0839736759662628,54.33854907539118,0.95488121509552,58.22784810126582
122,1.0729011615568942,53.91180654338549,0.9505996525287628,56.962025316455694
123,1.0797068896618756,56.47226173541963,0.9634226560592651,59.49367088607595
124,1.0658433389934627,56.04551920341394,0.9558801233768464,56.962025316455694
125,1.0873221497644077,54.907539118065436,0.9716525852680207,59.49367088607595
126,1.055273601277308,56.75675675675676,0.954960560798645,56.962025316455694
127,1.091241680085659,54.054054054054056,0.9609835803508758,56.962025316455694
